start_node_id,end_node_id,label
2656,2391,1
2656,3889,1
2656,1147,1
2656,561,1
2656,3113,1
1400,743,1
1400,3564,1
1400,3426,1
1400,3951,1
1400,3285,1
3833,114,1
902,242,1
902,953,1
902,560,1
902,3426,1
3935,1362,1
3423,2914,1
3809,1955,1
1315,880,1
1315,3498,1
1315,3927,1
1315,624,1
651,2952,1
651,778,1
2269,1693,1
2269,3915,1
3842,1606,1
746,2991,1
746,3860,1
371,608,1
1151,3626,1
3014,1600,1
3014,561,1
3014,3400,1
3014,2391,1
3014,699,1
3014,2346,1
3014,630,1
245,3568,1
2525,2391,1
2525,339,1
2525,2346,1
2525,2026,1
3089,285,1
3080,565,1
1239,707,1
3950,41,1
3950,278,1
3950,277,1
3950,3950,1
3950,3626,1
79,3568,1
79,2908,1
906,1032,1
906,2178,1
906,2444,1
906,1779,1
906,2082,1
906,49,1
3082,3163,1
3082,676,1
3375,1116,1
2724,781,1
2724,272,1
2724,58,1
3772,217,1
3772,1392,1
3772,262,1
3772,1823,1
3772,2525,1
3772,308,1
3772,3372,1
2777,2391,1
3414,1843,1
3414,1134,1
3414,2525,1
699,3576,1
699,560,1
699,1893,1
699,3854,1
2846,743,1
2846,2645,1
631,217,1
406,399,1
406,743,1
406,198,1
406,566,1
406,289,1
406,1400,1
3285,3854,1
3285,2724,1
3285,3889,1
3285,3564,1
3285,3543,1
3285,2449,1
3285,1866,1
3285,2525,1
3285,616,1
3285,179,1
3285,746,1
561,3014,1
561,1865,1
561,1400,1
561,3395,1
561,707,1
561,2449,1
561,2524,1
561,781,1
561,649,1
561,3568,1
561,2665,1
561,158,1
561,3010,1
561,2182,1
314,217,1
314,577,1
314,1600,1
2911,1220,1
2911,2020,1
2032,405,1
2032,2045,1
2032,1776,1
2032,3052,1
2032,594,1
2032,2840,1
2032,2014,1
2032,2797,1
2032,3315,1
2032,3764,1
344,2767,1
344,3498,1
1391,496,1
1391,743,1
1456,677,1
2792,412,1
2981,3292,1
2981,2467,1
3875,2150,1
3875,3914,1
2822,2822,1
584,3373,1
2801,3014,1
2801,3626,1
782,3735,1
782,1752,1
3858,3954,1
1366,2494,1
2019,1715,1
2019,3626,1
2019,3534,1
2019,3315,1
2019,2871,1
2019,2045,1
2019,753,1
2019,982,1
2019,501,1
2019,3640,1
2019,272,1
2019,1262,1
2927,707,1
2927,1392,1
2927,217,1
2927,3838,1
2927,272,1
2734,3618,1
2409,3417,1
400,1870,1
870,1706,1
870,3899,1
870,1600,1
3886,560,1
3886,2471,1
3886,906,1
3886,3889,1
720,1612,1
3415,2110,1
1356,39,1
370,3657,1
1819,912,1
1819,944,1
278,3950,1
3681,620,1
3681,1134,1
1221,3406,1
1582,3329,1
1582,1454,1
819,3702,1
819,3292,1
819,2016,1
412,2792,1
2225,781,1
1989,565,1
2654,10,1
1766,2822,1
3657,3664,1
3801,174,1
3801,601,1
901,2449,1
901,853,1
2449,3285,1
2449,700,1
781,707,1
781,2840,1
781,2724,1
781,2082,1
781,2346,1
781,955,1
781,2185,1
781,2073,1
781,2871,1
781,1636,1
781,2665,1
2921,3941,1
700,561,1
700,1134,1
700,694,1
1401,781,1
1401,1786,1
1401,3798,1
1401,217,1
1401,901,1
1401,593,1
1401,2346,1
1401,3894,1
776,2259,1
2973,649,1
1823,3276,1
1823,1980,1
2935,913,1
445,3047,1
1716,458,1
2554,781,1
2450,3564,1
2450,3348,1
2450,630,1
2450,217,1
2450,2185,1
2450,2449,1
2450,2177,1
1604,2453,1
1604,220,1
15,3568,1
15,3400,1
15,1547,1
15,3538,1
15,3863,1
15,331,1
15,1776,1
15,158,1
15,3806,1
15,98,1
3968,2423,1
3968,441,1
3968,3510,1
3968,315,1
3968,2985,1
1370,1387,1
1387,1370,1
1254,450,1
1254,3558,1
1254,2781,1
3626,476,1
3626,3304,1
3626,3764,1
3626,3572,1
567,1985,1
1663,137,1
354,1784,1
114,3548,1
2991,707,1
1143,3968,1
1143,1222,1
1143,783,1
586,1101,1
2821,1600,1
2821,1607,1
2348,217,1
2348,3470,1
1079,1222,1
1079,454,1
1079,3219,1
3548,707,1
3548,2082,1
3548,217,1
3548,537,1
3548,743,1
2642,2185,1
2642,331,1
2642,15,1
3413,707,1
3413,2703,1
3792,5,1
2336,3548,1
168,2995,1
168,3548,1
3219,3968,1
3219,192,1
3219,3794,1
3219,2994,1
3219,580,1
3219,3618,1
3219,1492,1
2763,1431,1
308,649,1
308,1607,1
308,217,1
308,3626,1
308,1423,1
308,262,1
308,1853,1
308,2178,1
308,3014,1
308,933,1
308,2185,1
308,764,1
308,2066,1
2539,1650,1
1726,3666,1
3894,1786,1
3894,3809,1
3894,1749,1
2931,3626,1
2931,594,1
3353,2726,1
2298,2991,1
2205,2082,1
2205,707,1
2205,3666,1
2839,3149,1
1608,1541,1
1608,1134,1
1608,1784,1
1788,783,1
1788,3348,1
58,272,1
459,1029,1
459,2462,1
1742,2185,1
1742,3373,1
1742,2022,1
1742,2871,1
534,906,1
777,2073,1
2315,1520,1
3789,1071,1
3789,2204,1
3789,477,1
1749,2914,1
1749,3295,1
1749,1470,1
1749,3642,1
1749,1799,1
1749,2539,1
1749,2908,1
3162,1600,1
2623,1134,1
3045,298,1
3047,2185,1
953,2177,1
953,902,1
2584,2032,1
20,753,1
20,3661,1
20,3413,1
454,178,1
454,2423,1
454,3933,1
3829,1323,1
422,3478,1
437,1493,1
3019,1685,1
565,756,1
565,1151,1
3965,406,1
3965,2536,1
3965,3238,1
3965,151,1
2706,1828,1
1289,64,1
345,192,1
345,1932,1
345,765,1
345,3854,1
345,677,1
345,3498,1
694,287,1
1504,76,1
2687,796,1
76,1504,1
813,3626,1
813,3014,1
1113,783,1
3163,707,1
3163,781,1
3163,2801,1
3163,3504,1
3163,3014,1
3163,2525,1
3163,2185,1
3163,1574,1
1449,3085,1
1449,2951,1
1427,2360,1
1427,707,1
1362,1784,1
1491,3731,1
1042,1262,1
2175,3520,1
3396,3626,1
320,3846,1
2444,1663,1
2444,1641,1
2444,252,1
2168,1600,1
2168,2908,1
2168,2082,1
2168,3626,1
2168,2689,1
2168,339,1
2168,2924,1
2485,280,1
2720,1257,1
2720,3221,1
1250,3103,1
1980,880,1
1958,1406,1
2756,1463,1
1093,565,1
3055,2840,1
3954,1493,1
3954,217,1
3954,2525,1
1962,2862,1
3237,3448,1
3025,61,1
3185,3828,1
3104,2176,1
1090,2680,1
2112,560,1
918,982,1
3246,743,1
3845,185,1
3845,2185,1
3845,1848,1
1527,2918,1
93,1663,1
1530,3737,1
1406,3725,1
1406,2260,1
2494,264,1
1649,1355,1
3518,2308,1
3518,1828,1
12,2457,1
12,2565,1
3155,3826,1
3155,2307,1
1480,217,1
463,1145,1
738,560,1
738,339,1
3625,2703,1
2665,3941,1
2665,2786,1
2665,3014,1
2665,1816,1
3820,3194,1
3820,3195,1
1281,2176,1
516,1622,1
1081,3216,1
3524,2525,1
943,3149,1
943,3533,1
1080,1600,1
2105,561,1
3580,2676,1
2085,2572,1
2979,3006,1
2979,738,1
2644,3743,1
2644,759,1
64,677,1
64,1600,1
1052,1736,1
94,2467,1
94,2298,1
94,3214,1
773,2398,1
3741,1220,1
862,3011,1
862,1752,1
862,3353,1
862,864,1
560,1405,1
560,3642,1
560,2753,1
560,291,1
560,2082,1
1078,488,1
1078,3722,1
3216,3144,1
3216,590,1
3216,3015,1
3216,1754,1
1707,2073,1
1707,3243,1
1547,3626,1
1547,743,1
1547,756,1
2282,2150,1
3689,280,1
3071,649,1
3071,1134,1
3274,3568,1
3274,1807,1
3274,466,1
1543,2177,1
1543,3626,1
3737,1816,1
3737,3626,1
3737,2961,1
3737,2449,1
3737,2391,1
3737,3285,1
3737,3791,1
3737,2565,1
3737,951,1
3737,315,1
3737,2073,1
3737,2182,1
3737,3207,1
3737,179,1
3737,2259,1
3737,561,1
3737,781,1
3737,1547,1
3737,2840,1
3737,3416,1
3737,3030,1
2649,3426,1
383,781,1
1930,1134,1
1131,2665,1
1131,2871,1
670,2110,1
3764,3373,1
3764,3626,1
3764,1222,1
3538,565,1
3538,2624,1
3538,3737,1
3538,2840,1
3456,1784,1
2471,3886,1
296,3568,1
296,3113,1
296,3564,1
296,949,1
2377,190,1
571,2908,1
571,2825,1
571,707,1
571,1134,1
571,2002,1
1949,1220,1
1949,1600,1
1811,2401,1
2784,2175,1
3179,2825,1
3179,257,1
547,1600,1
1222,3626,1
1222,1600,1
1222,561,1
1222,2613,1
1222,594,1
1222,1033,1
1222,1931,1
1222,3737,1
1222,3304,1
3964,1600,1
2178,2927,1
2178,12,1
2178,217,1
2178,707,1
2178,1425,1
2178,2689,1
2178,2773,1
2178,2908,1
2820,1660,1
60,3889,1
60,179,1
60,2185,1
2460,2502,1
2199,3626,1
2199,743,1
2199,15,1
1130,2892,1
2360,417,1
2360,2217,1
2360,125,1
2360,854,1
2360,2020,1
2360,649,1
2360,1483,1
2360,2172,1
2360,1443,1
2360,2508,1
2360,3772,1
2360,1257,1
2360,3612,1
3417,1663,1
3417,3693,1
3417,3495,1
3292,856,1
963,3818,1
3970,649,1
3970,2955,1
3970,2914,1
3970,173,1
2074,561,1
2074,515,1
2074,2840,1
1638,1600,1
1638,982,1
1656,3369,1
3578,1391,1
3578,2082,1
3337,3082,1
483,1600,1
2550,1400,1
1535,3689,1
2956,3626,1
2956,753,1
1678,60,1
1678,1362,1
1678,764,1
1678,1784,1
1678,1220,1
3108,3749,1
3108,1600,1
3826,790,1
347,2045,1
3315,2698,1
3315,3451,1
3315,3954,1
1378,1866,1
1378,2418,1
1378,3626,1
1378,2914,1
1470,3767,1
2094,2082,1
2094,2908,1
2045,982,1
2045,347,1
2045,1866,1
2045,2032,1
2045,2802,1
3891,914,1
3189,1789,1
3427,428,1
3427,1350,1
3427,2175,1
3427,3753,1
3427,707,1
3427,217,1
2461,708,1
2461,2840,1
919,743,1
423,1315,1
874,3941,1
783,1600,1
783,743,1
783,224,1
783,3304,1
783,1231,1
783,3116,1
2252,2673,1
2252,2724,1
2955,1841,1
2955,3970,1
2672,2289,1
3781,2323,1
1179,2002,1
3250,3564,1
2423,3247,1
2423,454,1
496,2346,1
3672,2073,1
3672,319,1
3672,3737,1
3839,272,1
3839,1837,1
1306,413,1
718,315,1
718,1600,1
718,441,1
1893,2876,1
1893,699,1
2176,3918,1
2176,783,1
2176,3047,1
2176,857,1
2176,1958,1
2176,1588,1
2176,516,1
2176,3166,1
2176,2237,1
2176,721,1
2176,560,1
2536,3238,1
2022,1742,1
2022,781,1
1114,3941,1
1885,2822,1
3890,743,1
2918,1748,1
2439,3498,1
2439,1336,1
2437,1548,1
2437,866,1
2437,2467,1
3272,2731,1
286,3626,1
286,15,1
3758,1600,1
2742,776,1
2465,2202,1
2150,3689,1
262,3564,1
262,3889,1
262,3170,1
262,125,1
1837,3478,1
218,3400,1
3843,2854,1
3843,2908,1
3843,3213,1
449,3772,1
449,2178,1
605,2346,1
1869,217,1
2380,3408,1
2380,272,1
3079,560,1
722,618,1
722,1600,1
722,1853,1
722,1607,1
722,449,1
722,2262,1
2484,1600,1
676,1756,1
676,2162,1
676,3610,1
676,810,1
676,3443,1
676,1316,1
676,1636,1
676,3590,1
3786,1242,1
3152,1607,1
1024,3105,1
1066,3498,1
2238,2303,1
616,3830,1
616,1784,1
3492,217,1
1812,2169,1
1296,1600,1
2066,2908,1
2066,3427,1
3475,3847,1
844,2039,1
2191,3605,1
2171,2467,1
3687,22,1
3687,1600,1
3687,2109,1
1392,2927,1
1392,3624,1
3818,796,1
3818,217,1
3856,1706,1
2504,218,1
2944,2467,1
2944,517,1
3434,2467,1
3421,2467,1
3500,2467,1
1698,217,1
3194,3820,1
3194,2150,1
1257,2082,1
1257,2360,1
1257,794,1
1257,217,1
1257,858,1
1257,678,1
2395,459,1
2395,790,1
175,595,1
175,23,1
57,1600,1
2622,1008,1
2622,949,1
2622,79,1
2622,3276,1
1879,3083,1
2949,972,1
41,1445,1
41,3885,1
428,217,1
428,382,1
428,707,1
2731,3272,1
3572,781,1
2680,1090,1
2680,1875,1
3478,1837,1
3317,1955,1
851,2784,1
2765,1749,1
846,15,1
3807,1942,1
2579,441,1
2579,3968,1
2579,743,1
2579,721,1
2579,2524,1
2794,561,1
2794,2077,1
2957,3089,1
1548,2502,1
1548,2871,1
1548,3626,1
339,1354,1
339,2168,1
1464,2793,1
3631,3137,1
3797,2015,1
3797,3067,1
2008,1600,1
2008,2400,1
1557,756,1
1557,781,1
1557,3941,1
385,1185,1
385,3737,1
588,738,1
3604,140,1
1902,217,1
1902,1173,1
1851,1286,1
2328,2978,1
2384,1071,1
2384,1315,1
2767,808,1
2673,2724,1
832,3838,1
3590,906,1
3914,3875,1
2901,1823,1
2901,2467,1
3912,1588,1
1139,3629,1
3256,3196,1
3256,2082,1
3256,2941,1
3256,251,1
611,2557,1
611,217,1
578,2205,1
3570,3719,1
3570,1391,1
331,3259,1
331,2376,1
331,2748,1
2908,2168,1
2908,992,1
2908,571,1
1029,459,1
1029,2933,1
1029,537,1
981,3404,1
981,2694,1
1478,743,1
3874,620,1
3847,625,1
3135,1600,1
2951,1449,1
2951,3725,1
3106,1222,1
3051,396,1
3051,1365,1
3462,3285,1
2308,272,1
2308,2724,1
2308,707,1
2308,3285,1
2308,606,1
2308,3878,1
2308,1554,1
2308,689,1
2308,1636,1
2308,2444,1
388,1266,1
388,1784,1
3382,2360,1
3834,287,1
3834,958,1
3834,3416,1
949,1574,1
949,296,1
591,1985,1
2561,3188,1
2561,3573,1
2440,1449,1
2671,1600,1
2104,217,1
1703,3206,1
1703,3626,1
1703,3790,1
2696,743,1
2696,3626,1
2311,743,1
2311,756,1
2311,2108,1
2416,3618,1
2416,2081,1
3144,315,1
1909,217,1
1909,1391,1
879,2341,1
625,3847,1
1004,2871,1
1004,2577,1
192,3855,1
192,743,1
1074,2325,1
1326,2192,1
1326,3737,1
601,1419,1
601,2538,1
2924,2414,1
2924,743,1
2924,3462,1
1381,1392,1
333,1493,1
2823,3568,1
1448,1600,1
1448,3626,1
2071,2481,1
2071,1600,1
2071,1692,1
2153,743,1
3790,2371,1
951,781,1
951,1231,1
165,2360,1
830,743,1
2805,2559,1
3505,743,1
824,1821,1
2476,2032,1
530,2840,1
530,3016,1
530,2565,1
530,707,1
530,287,1
2025,1559,1
2025,15,1
3276,561,1
3276,217,1
1419,178,1
1419,2444,1
1419,3418,1
1419,1548,1
1419,707,1
3654,2346,1
3654,743,1
3654,2825,1
3654,441,1
3534,554,1
934,1241,1
934,1600,1
975,743,1
975,315,1
126,3399,1
178,1419,1
178,680,1
178,454,1
2797,753,1
2797,3839,1
2797,2032,1
2797,3599,1
2247,743,1
2247,2232,1
2247,1742,1
2194,255,1
189,2191,1
189,2073,1
189,3968,1
1953,1401,1
3495,743,1
3495,2265,1
2412,759,1
1760,1370,1
704,3605,1
704,1400,1
704,2994,1
3333,203,1
2232,1322,1
2232,10,1
2232,544,1
1116,2339,1
3873,1786,1
910,707,1
304,3390,1
1931,1547,1
1931,743,1
1931,1600,1
635,1231,1
1444,743,1
1444,2014,1
816,2072,1
816,1182,1
841,308,1
1876,1322,1
921,743,1
921,2871,1
1842,3972,1
2011,743,1
2011,2624,1
2011,3737,1
2011,3106,1
2011,3626,1
3893,781,1
3893,2045,1
3893,621,1
3893,1039,1
3893,1131,1
3893,2840,1
3893,1548,1
2183,82,1
1082,1980,1
1082,1392,1
672,3315,1
672,284,1
1112,524,1
1489,781,1
1489,2840,1
2186,826,1
3944,1600,1
854,217,1
854,551,1
854,3838,1
854,3568,1
854,165,1
3116,1853,1
3116,783,1
3116,743,1
3116,3216,1
3116,1484,1
3116,756,1
3116,206,1
1399,449,1
1399,3400,1
1399,3826,1
2937,1638,1
3015,743,1
3015,3216,1
827,2673,1
1693,2269,1
471,743,1
471,1600,1
1201,781,1
3402,280,1
1443,1600,1
702,743,1
2674,272,1
3192,1687,1
283,481,1
2213,1419,1
1033,1222,1
1033,2962,1
1033,3536,1
3230,2260,1
3230,3538,1
3230,3737,1
3230,3626,1
3207,1600,1
3207,3737,1
3493,2899,1
3493,854,1
3493,2185,1
3725,3568,1
3725,1636,1
3725,2088,1
3725,2341,1
3725,3626,1
3725,3219,1
2480,2346,1
14,2515,1
2425,1650,1
1650,2425,1
1607,3207,1
1607,1600,1
1607,618,1
1607,3304,1
1607,722,1
1023,1156,1
1023,2779,1
1338,676,1
191,3568,1
85,2360,1
9,1354,1
441,2524,1
441,3654,1
441,936,1
207,150,1
207,2572,1
292,2502,1
292,135,1
292,1134,1
1225,1082,1
1263,1600,1
1263,315,1
659,2085,1
659,1600,1
1163,201,1
1163,2664,1
3416,561,1
3416,3941,1
3416,3666,1
488,1078,1
791,1600,1
3039,743,1
3039,441,1
3723,1725,1
594,584,1
594,405,1
594,743,1
594,1222,1
594,1874,1
2786,2665,1
2786,2002,1
1632,1231,1
1632,1220,1
3835,1548,1
3835,898,1
3835,3014,1
3835,1344,1
540,2444,1
2698,1697,1
2698,2045,1
3927,3527,1
730,3624,1
940,3667,1
940,1137,1
940,1401,1
940,2026,1
1243,1051,1
2581,1784,1
2740,2108,1
2740,15,1
2740,898,1
2740,1590,1
2624,15,1
2624,3626,1
3222,2099,1
3642,1401,1
3305,1990,1
3624,743,1
3624,272,1
3516,1600,1
2667,3869,1
2667,738,1
1614,2260,1
1614,3626,1
1614,2082,1
1614,3737,1
1614,2074,1
1420,413,1
836,449,1
3794,3219,1
3503,3556,1
3503,2082,1
2202,2465,1
30,1760,1
30,1401,1
2077,2744,1
2077,2185,1
497,1600,1
1849,3735,1
1849,1600,1
677,1082,1
3938,743,1
1834,308,1
2291,743,1
3401,2502,1
3401,781,1
360,743,1
360,441,1
1786,781,1
1786,597,1
1786,3873,1
2038,707,1
2038,217,1
417,3818,1
417,700,1
66,96,1
962,148,1
962,2656,1
1741,2453,1
2219,1600,1
1884,3833,1
3399,743,1
2427,2354,1
1173,3490,1
1173,502,1
1173,1423,1
1173,2536,1
1881,1417,1
615,1315,1
2231,588,1
2231,1784,1
1309,251,1
312,743,1
312,3645,1
312,2082,1
675,677,1
1076,2435,1
2237,1600,1
3753,3427,1
1929,783,1
667,2676,1
287,1584,1
287,1278,1
2274,3672,1
3600,2995,1
3600,1283,1
1452,3833,1
407,671,1
1083,3735,1
3561,217,1
3561,266,1
3768,618,1
2318,646,1
317,2444,1
317,3626,1
642,2402,1
190,15,1
2075,1555,1
2075,1600,1
1555,2075,1
1555,1882,1
517,1784,1
3497,3359,1
2545,753,1
2545,982,1
2545,2014,1
797,1401,1
797,3946,1
705,3268,1
982,3053,1
982,2045,1
982,1547,1
3811,1231,1
3811,724,1
944,1928,1
2668,2815,1
2668,639,1
1636,2108,1
1636,3542,1
1636,3725,1
2661,3889,1
3204,1898,1
3946,797,1
2185,2199,1
2185,2055,1
2185,756,1
2185,2971,1
2185,3400,1
1360,1608,1
1360,1071,1
1612,3309,1
1612,3096,1
3909,2150,1
2406,217,1
2406,2525,1
144,676,1
1502,394,1
1502,2032,1
2086,2259,1
3700,2525,1
2950,178,1
1732,1606,1
1732,3498,1
643,2320,1
643,2957,1
643,3737,1
973,360,1
239,885,1
